32	0x20	 	4890375	6977979	rus	Для поддержки ты подставил свое плечо.	Pereskaz	2018-07-04 21:02:49	2018-07-04 21:02:49
351	0x15f	ş	1	3115961	rus	Русское слово "карандаш" происходит от слияния тюркских слов "kara" (чёрный) и "taş" (камень).	Ooneykcall	2014-03-22 07:43:19	2014-03-22 07:43:19
353	0x161	š	1	9832057	rus	Словацкий алфавит состоит из 46 букв: a, á, ä, b, c, č, d, ď, dz, dž, e, é, f, g, h, ch, i, í, j, k, l, ĺ, ľ, m, n, ň, o, ó, ô, p, q, r, ŕ, s, š, t, ť, u, ú, v, w, x, y, ý, z, ž.	ZegPhig	2021-03-08 16:24:54	2021-03-08 16:25:02
357	0x165	ť	1	9832057	rus	Словацкий алфавит состоит из 46 букв: a, á, ä, b, c, č, d, ď, dz, dž, e, é, f, g, h, ch, i, í, j, k, l, ĺ, ľ, m, n, ň, o, ó, ô, p, q, r, ŕ, s, š, t, ť, u, ú, v, w, x, y, ý, z, ž.	ZegPhig	2021-03-08 16:24:54	2021-03-08 16:25:02
365	0x16d	ŭ	7	12060216	rus	Эсперантская буква "ŭ" обычно встречается в буквосочетаниях "aŭ" и "eŭ". Даже среди опытных эсперантистов нет согласия о том, допустима ли буква "ŭ" в каких-либо других случаях, и если допустима, то в каких именно.	soweli_Elepanto	2023-09-17 15:18:47	2023-09-17 15:18:47
382	0x17e	ž	2	9832057	rus	Словацкий алфавит состоит из 46 букв: a, á, ä, b, c, č, d, ď, dz, dž, e, é, f, g, h, ch, i, í, j, k, l, ĺ, ľ, m, n, ň, o, ó, ô, p, q, r, ŕ, s, š, t, ť, u, ú, v, w, x, y, ý, z, ž.	ZegPhig	2021-03-08 16:24:54	2021-03-08 16:25:02
493	0x1ed	ǭ	1	4454299	rus	Голландское 'wezel' значит то же, что английское 'weasel' (ласка). Оба слова восходят к прагерманскому *wisulǭ.	Ooneykcall	2015-08-15 18:44:50	2015-08-15 18:45:33
603	0x25b	ɛ	1	2204370	rus	Швеция по-шведски произносится как [ˈsværjɛ].	Wezzel	2013-02-09 05:42:11	2016-08-21 13:59:54
712	0x2c8	ˈ	1	2204370	rus	Швеция по-шведски произносится как [ˈsværjɛ].	Wezzel	2013-02-09 05:42:11	2016-08-21 13:59:54
768	0x300	̀	11	8084311	rus	Я при́был лишь че́рез по̀лчаса́.	cykel	2019-07-31 12:54:28	2019-07-31 12:54:28
769	0x301	́	869	8084328	rus	Мой по́езд прибыва́ет в три часа́ дня.	cykel	2019-07-31 12:59:45	2019-07-31 12:59:45
916	0x394	Δ	2	3578262	rus	"Δ" - это греческая буква.	soweli_Elepanto	2014-10-24 19:31:29	2014-10-24 19:31:29
920	0x398	Θ	1	6077912	rus	В полярной системе координат значение Θ является угловым расстоянием до полярной оси.	odexed	2017-05-14 16:23:42	\N
931	0x3a3	Σ	1	3578268	rus	"Δ" и "Σ" - греческие буквы.	soweli_Elepanto	2014-10-24 19:35:04	2014-10-24 19:35:04
937	0x3a9	Ω	2	5162748	rus	Ом — единица измерения электрического сопротивления в системе СИ. Его обозначение Ω.	odexed	2016-05-24 17:22:36	2016-05-24 17:22:36
945	0x3b1	α	1	4172663	rus	Гамма-лучи не содержат заряженных частиц, не отклоняются электрическими и магнитными полями и обладают большей проникающей способностью, чем α-лучи и β-лучи.	odexed	2015-05-11 06:38:17	2015-05-11 06:40:22
946	0x3b2	β	1	4172663	rus	Гамма-лучи не содержат заряженных частиц, не отклоняются электрическими и магнитными полями и обладают большей проникающей способностью, чем α-лучи и β-лучи.	odexed	2015-05-11 06:38:17	2015-05-11 06:40:22
960	0x3c0	π	14	7742081	rus	Период функции тангенса равен π.	odexed	2019-01-20 04:03:55	2019-01-20 04:04:01
1025	0x401	Ё	74	11156163	rus	Слова "её" и "ещё" — это единственные слова, в которых я проставляю букву Ё.	ZegPhig	2022-10-03 17:10:01	2022-10-03 17:10:01
1030	0x406	І	4	2812434	rus	Они ссылаются на обнаруженные при раскопках Талгарского городища 6 фигур ХІ-ХІІІ веков.	ABChessel	2013-10-28 12:43:09	2013-10-28 12:43:09
1040	0x410	А	16257	7157691	rus	Я только переехал в Австралию.	marafon	2018-09-15 14:26:47	2018-09-15 14:26:47
1041	0x411	Б	22828	6815590	rus	Бросок — и шайба в воротах.	nina99nv	2018-04-02 09:19:32	2018-04-02 09:19:32
1042	0x412	В	98168	7193706	rus	Вам надо приехать в Бостон.	marafon	2018-09-20 22:48:26	2018-09-20 22:48:26
1043	0x413	Г	13046	3083008	rus	«А вот и я! ...Ваше Величество, на герцога Онкледа напали злые силы Гэнона!» — «...» — «Импа?! Ты шлюха!» — «А от тебя несёт дерьмом!» — «Хватит! Где Его Величество?» — «Гэнон взял короля в плен!» — «Гэнон — гадина...»	Ooneykcall	2014-03-08 08:14:32	2014-03-08 08:14:32
1044	0x414	Д	36501	10163905	rus	Дела у него идут неплохо.	marafon	2021-07-11 14:28:08	2021-07-11 14:28:08
1045	0x415	Е	22452	874693	rus	Где мне достать карту Европы?	afyodor	\N	\N
1046	0x416	Ж	4182	2004446	rus	Жизнь слишком коротка, чтобы тратить ее на диеты, жадных мужчин и плохое настроение.	al_ex_an_der	2012-11-14 00:03:44	2012-11-14 00:03:44
1047	0x417	З	14892	5635522	rus	Завтра не учимся!	marafon	2016-11-24 15:51:32	2016-11-24 15:51:32
1048	0x418	И	15327	3440418	rus	Используйте инструменты, находящиеся слева от вас.	Lenin_1917	2014-08-19 14:11:00	2014-08-19 14:11:00
1049	0x419	Й	466	1236854	rus	Рокфеллер был губернатором Нью-Йорка.	shanghainese	2011-11-13 20:48:50	2011-11-13 20:48:50
1050	0x41a	К	51822	5471	rus	Когда я вырасту, я хочу стать королём.	Tonari	\N	2011-02-01 17:57:45
1051	0x41b	Л	9161	8865770	rus	Любовь - источник жизни.	alik_farber	2020-06-22 18:03:00	2020-06-22 18:03:00
1052	0x41c	М	111750	6821824	rus	Мой компьютер издаёт очень странный шум.	marafon	2018-04-06 00:14:18	2018-04-06 12:47:19
1053	0x41d	Н	69132	5504353	rus	Не кладите трубку. Я проверю.	marafon	2016-10-08 23:06:58	2016-10-08 23:06:58
1054	0x41e	О	105097	9357087	rus	Если хотите, чтобы Ваша реклама привлекла как можно большее количество людей, не используйте специальные термины. Они отпугивают людей.	ZegPhig	2020-11-22 14:58:40	2021-05-22 13:07:51
1055	0x41f	П	65919	5888926	rus	Поставь его.	marafon	2017-02-21 01:57:51	\N
1056	0x420	Р	12284	5551692	rus	У тебя есть друзья в Рио?	odexed	2016-10-26 10:10:04	2016-10-26 10:10:04
1057	0x421	С	48257	5064873	rus	Вначале предполагалось, что "День любви" станет альтернативой европейского "Дня Святого Валентина".	AqQoyriq_1	2016-04-15 06:09:59	2016-04-15 06:09:59
1058	0x422	Т	230075	7825361	rus	Тома очень трудно понять.	marafon	2019-03-26 00:55:49	2019-03-26 00:55:49
1059	0x423	У	40669	4584989	rus	У учителя втрое больше книг, чем у меня.	odexed	2015-10-07 07:02:05	2015-10-07 07:02:05
1060	0x424	Ф	4158	2461636	rus	Я гражданин Франции, но родился я во Вьетнаме.	sharptoothed	2013-05-28 14:43:34	2013-05-28 14:43:34
1061	0x425	Х	7477	5357339	rus	Хочешь завтра в кино сходить?	marafon	2016-08-20 17:18:41	2016-08-20 17:18:41
1062	0x426	Ц	1273	3163383	rus	Куба находится в Центральной Америке.	Selena777	2014-04-10 06:09:40	2014-04-10 06:09:40
1063	0x427	Ч	21339	4794217	rus	Что ты делала в его комнате?	odexed	2015-12-27 12:01:16	2015-12-27 12:01:16
1064	0x428	Ш	2697	6359315	rus	Шарик опять подушку раздербанил.	marafon	2017-10-01 14:49:57	2017-10-01 14:49:57
1065	0x429	Щ	74	3320044	rus	Щенок описал мои ботинки.	Selena777	2014-06-16 16:58:20	2014-06-16 16:58:20
1067	0x42b	Ы	15	3014990	rus	Распространённым заблуждением о Христофоре Колумбе является то, что он однажды якобы впечатлил племя туземцев предсказанием лунного затмения. Истина заключается в том, что он ВЫЗВАЛ его.	odexed	2014-01-29 12:31:30	2014-01-29 12:45:06
1068	0x42c	Ь	12	3224473	rus	«Знаю, это внезапно, но вот твой клиент, король Хайрула Харкиниан». — «Так вот он, король, которого мне защищать. Я никогда раньше не защищал аристократов!..» — «ЛОЛ Я НАУЧИЛСЯ ПЕЧАТАТЬ РТОМ. ЧТО ДУМАЕШЬ?» — «Я ЗНАЮ, что это не смешно». — «...Зануда».	Ooneykcall	2014-05-02 11:46:38	2014-05-02 11:46:38
1069	0x42d	Э	44990	3869552	rus	Эх, не хватает нашим сил, чтобы так скоростить в конце круга.	Ooneykcall	2015-02-15 11:55:25	2015-02-15 11:55:25
1070	0x42e	Ю	681	11070903	rus	Хотя семья Юлия Цезаря была бедной, он стал знаменитым и богатым.	carlosalberto	2022-08-19 23:20:45	2022-08-19 23:20:45
1071	0x42f	Я	170599	9050338	rus	Янни позвал имама.	Selena777	2020-09-19 08:38:25	2020-09-19 08:38:25
1072	0x430	а	2147416	2576227	rus	Я изучаю германистику и англистику.	Olya	2013-07-08 18:21:16	2013-07-08 18:21:16
1073	0x431	б	519723	3362628	rus	Ты можешь носить мой шарф при условии, что не прольешь на него что-нибудь.	kukla	2014-07-06 08:24:10	2014-12-01 17:03:34
1074	0x432	в	1009580	8699361	rus	Пол - один из учеников, кто переводит текст с английского на немецкий.	KamilOcean	2020-04-21 21:38:15	2020-04-23 10:11:15
1075	0x433	г	438655	3468602	rus	Это всего лишь фигура речи.	marafon	2014-09-03 14:52:39	2014-09-03 14:52:39
1076	0x434	д	855646	825703	rus	Мои часы неправильно идут.	FeuDRenais	2011-04-05 18:50:41	2011-04-05 18:53:00
1077	0x435	е	2377440	2351078	rus	Вам потребуется вооружённая охрана.	soweli_Elepanto	2013-04-01 21:13:02	2013-04-01 21:13:02
1078	0x436	ж	295971	3567508	rus	Мы должны помогать нуждающимся.	sharptoothed	2014-10-19 11:08:36	2014-10-19 11:08:36
1079	0x437	з	437874	2903450	rus	"Она бы никогда не оценивала свои собственные достижения, но она преуспела в достижении того, что намеревалась сделать за свой первый год", - сказал источник.	odexed	2013-12-04 21:53:00	2013-12-04 21:53:00
1080	0x438	и	1607764	6844986	rus	Я знала, что Том имеет к этому какое-то отношение.	odexed	2018-04-19 03:20:26	2018-04-19 03:20:26
1081	0x439	й	308740	12052853	rus	Повернитесь, пожалуйста.	marafon	2023-09-13 12:25:01	2023-09-13 12:25:01
1082	0x43a	к	755357	2930753	rus	Оставьте их в покое.	astyng	2013-12-14 18:00:53	2013-12-14 18:00:53
1083	0x43b	л	1164191	11119746	rus	Мы никогда не пользовались этой комнатой.	BW	2022-09-16 05:05:11	2022-09-16 05:05:11
1084	0x43c	м	1037719	4251303	rus	Том, активный пользователь "Татоэбы": "Почти всё, что мы создаём своим трудом, уворовывается другими людьми".	AqQoyriq_1	2015-06-04 05:35:49	2015-06-04 05:37:46
1085	0x43d	н	1751281	11265552	rus	У тебя безупречный английский.	marafon	2022-11-24 14:18:24	2022-11-24 14:18:24
1086	0x43e	о	3060277	6553586	rus	Этот телевизор огромный.	Selena777	2017-12-13 17:12:59	2017-12-13 17:12:59
1087	0x43f	п	676506	11526860	rus	Тишину я вам обеспечу.	marafon	2023-02-10 20:54:19	2023-02-10 20:54:19
1088	0x440	р	1058219	10235990	rus	У бедняка большое сердце.	marafon	2021-08-11 17:26:43	2021-08-11 18:12:00
1089	0x441	с	1328335	1236900	rus	Я вспоминаю слово.	shanghainese	2011-11-13 21:02:45	2011-11-13 21:02:45
1090	0x442	т	1930817	7836107	rus	Мэри отрицала свою причастность к краже денег.	odexed	2019-04-03 22:02:39	2019-04-03 22:02:39
1091	0x443	у	778333	2764547	rus	Я не уверена.	odexed	2013-09-28 16:16:29	2013-09-28 16:16:29
1092	0x444	ф	40664	8428854	rus	Я смотрел все его фильмы.	marafon	2020-01-05 01:27:55	2020-01-05 01:27:55
1093	0x445	х	203130	5652467	rus	У самых глупых крестьян самая большая картошка.	nina99nv	2016-12-02 10:49:17	2016-12-02 10:49:17
1094	0x446	ц	86700	4375800	rus	Этот авианосец планируют списать.	caponych	2015-07-16 05:41:41	2015-07-16 05:41:41
1095	0x447	ч	467484	6888810	rus	Я хочу начать жизнь с чистого листа.	marafon	2018-05-13 01:39:16	2018-05-13 01:39:16
1096	0x448	ш	265351	4289856	rus	У моего младшего брата двое детей от первого брака и ещё один - от второго.	marafon	2015-06-20 19:52:42	2015-06-20 19:52:42
1097	0x449	щ	70060	1540981	rus	Всем своим существованием я обязана доктору Брауну, который спас мне жизнь.	Biga	2012-04-19 19:56:57	2012-04-19 19:56:57
1098	0x44a	ъ	7293	5687422	rus	Мы только что въехали.	marafon	2016-12-15 18:03:30	2016-12-15 18:03:30
1099	0x44b	ы	600224	8055599	rus	Мы уже подвергали наши жизни опасности.	elisei	2019-07-17 16:13:24	2019-07-17 16:13:24
1100	0x44c	ь	654017	3052478	rus	Ты когда-нибудь ходила купаться нагишом?	marafon	2014-02-17 21:13:37	2014-02-17 21:13:37
1101	0x44d	э	148700	8056387	rus	Мы пришли сюда, чтобы помочь тебе это сделать.	marafon	2019-07-17 18:59:35	2019-07-17 18:59:35
1102	0x44e	ю	193784	4982676	rus	Я в последние дни не очень хорошо себя чувствую.	marafon	2016-03-16 22:28:15	2016-03-16 22:28:15
1103	0x44f	я	541966	5615946	rus	Для чего вы пришли?	odexed	2016-11-17 04:04:48	2016-11-17 04:04:48
1105	0x451	ё	151422	5700759	rus	Мы плывём вдоль восточного побережья Италии.	nina99nv	2016-12-22 10:47:35	2016-12-22 10:47:35
1110	0x456	і	13	10135924	rus	Магістраль проходить через Бостон.	Walentinio	2021-06-28 23:39:31	2021-06-28 23:39:31
1118	0x45e	ў	1	4503668	rus	Жаль, что в русском алфавите нет букв «һ» и «ў»: они бы пригодились для написания многих иностранных имён и названий.	Wezel	2015-09-06 11:20:56	2015-09-06 11:20:56
1123	0x463	ѣ	34	5032917	rus	Всеподданнѣйше прошу Ваше Императорское Величество снабдить меня надлежащимъ для проѣзду пашпортомъ.	Wezel	2016-04-02 13:06:27	2016-04-02 13:06:27
1178	0x49a	Қ	2	2620289	rus	Казахстан называется "Қазақстан" на казахском.	Balamax	2013-07-25 16:45:19	2013-07-25 16:45:19
1179	0x49b	қ	1	2620289	rus	Казахстан называется "Қазақстан" на казахском.	Balamax	2013-07-25 16:45:19	2013-07-25 16:45:19
1187	0x4a3	ң	2	2802621	rus	Огромный резонанс и живейшее обсуждение вызвал и новый международный научно-популярный исторический журнал «Мәңгі ел», который также начал издаваться в свете задач, поставленных Государственным секретарем Маратом Тажиным на том же расширенном заседании.	ABChessel	2013-10-21 18:02:10	2013-10-21 18:05:57
1211	0x4bb	һ	1	4503668	rus	Жаль, что в русском алфавите нет букв «һ» и «ў»: они бы пригодились для написания многих иностранных имён и названий.	Wezel	2015-09-06 11:20:56	2015-09-06 11:20:56
1241	0x4d9	ә	2	2802621	rus	Огромный резонанс и живейшее обсуждение вызвал и новый международный научно-популярный исторический журнал «Мәңгі ел», который также начал издаваться в свете задач, поставленных Государственным секретарем Маратом Тажиным на том же расширенном заседании.	ABChessel	2013-10-21 18:02:10	2013-10-21 18:05:57
7868	0x1ebc	Ẽ	1	1666322	rus	"Ẽ" — это буква в алфавите гуарани.	admor82	2012-07-04 20:32:13	2015-04-23 15:15:30
8201	0x2009	 	4	1471123	rus	Дано: ширина поля — пятнадцать бу, длина — шестнадцать бу. Вопрос: какова площадь поля? Ответ: один му.	Inego	2012-03-05 21:00:35	2014-05-31 05:07:53
8202	0x200a	 	15	512835	rus	— Я… если честно, я тоже не знаю, — признался Дима. — Порой эта история просто бессмысленна.	Olya	2010-09-14 17:51:41	2013-07-14 19:46:00
8203	0x200b	​	135	4155603	rus	Почему ты не ешь свой ​​шоколад?	odexed	2015-05-06 14:05:19	2015-06-09 15:59:58
8206	0x200e	‎	5	9056478	rus	«‎Вы учитель?»‎ — «‎Да!»‎	sharptoothed	2020-09-21 12:36:51	2020-09-21 12:36:51
8208	0x2010	‐	3	671986	rus	Я использую веб‐браузер «Firefox».	Aleksej	2010-12-17 23:13:28	2010-12-17 23:13:28
8210	0x2012	‒	2	2756981	rus	«Слушай, а что там было в последнем эпизоде „Тома и Мэри“?» ‒ «Они в итоге расстались. Прямо сердце кровью обливалось». ‒ «Эх! А ведь так сильно любили друг друга».	sharptoothed	2013-09-24 08:50:53	2013-09-24 12:33:19
8211	0x2013	–	2445	9998835	rus	Известная распространённая ошибка – считать, что те, кто громче всего ратуют за народ, больше всех пекутся о его благосостоянии.	Ooneykcall	2021-04-30 20:21:33	2021-04-30 20:21:33
8212	0x2014	—	15102	12137291	rus	Экзистенциализм — это гуманизм.	Fenrir	2023-10-31 00:03:12	2023-10-31 00:03:12
8213	0x2015	―	24	3340137	rus	Эта книга ― моя. А где твоя?	DiePain	2014-06-25 09:00:55	2014-12-24 13:05:39
8217	0x2019	’	14	502250	rus	Вчера я отключил свою учетную запись в Twitter’е.	Olya	2010-09-07 00:53:45	2013-07-14 19:41:51
8220	0x201c	“	132	3630318	rus	«Ты знаешь, какой сегодня день?» — «Всемирный день борьбы с диабетом». — «А ещё?» — «День запуска „Аполлона-12“». — «Том, а более важного ты ничего не забыл?» — «Хм, а что ещё-то было?» — «Мой день рождения». — «Так он ведь завтра!» — «Правда?..» — «Сегодня ж четырнадцатое!»	sharptoothed	2014-11-14 11:42:17	2014-11-14 23:45:25
8221	0x201d	”	82	4215572	rus	Мадридцев изрядно позабавило то обстоятельство, что московские фанаты поддерживали своих футболистов в гостевой игре против «Реала» в 2002 году возгласами «Локо!», «Локо!». Это слово переводится с испанского языка как “дурак”.	AqQoyriq_1	2015-05-22 21:45:07	2015-05-22 21:45:07
8222	0x201e	„	51	4756030	rus	«Это ведь ты переводил, Том?» — «Ага, а что?». — «„Модемизм“ — это что такое?» — «Не знаю, в оригинале так и было написано: „modemism“». — «Правда, что ли?» — «Правда. Смотри вот». — «О как. Это ж „modernism“, нет?»	sharptoothed	2015-12-10 13:00:57	2017-12-10 17:02:30
8223	0x201f	‟	1	3287602	rus	«Неплохо, — улыбнулась Мэри. — Но ты обманщик! На самом деле это никакая не сказка, а песня, и была она не про девчонку, а про мальчишку». — «Ну ладно, ты меня поймала, — признался Том. — Но ты ведь всё равно моя принцесса, да?» — «Хм-м… В таком случае называй меня „Ваше высочество‟!» — «Как скажете, Ваше высочество, как скажете!»	sharptoothed	2014-05-30 18:07:34	2021-09-23 10:32:04
8230	0x2026	…	97	4624897	rus	Буэнос-Айрес — это столица Испании… Я хотела сказать, Аргентины.	Wezel	2015-10-19 21:34:23	2015-10-19 21:34:23
8239	0x202f	 	14	4444109	rus	Мишеля обвинили в мошенничестве.	Wezel	2015-08-10 12:56:42	2015-08-10 12:56:42
8242	0x2032	′	2	5320437	rus	Две величины 𝐴 и 𝐵 называют пропорциональными, когда они отличаются друг от друга на постоянный множитель 𝑐 ≠ 0, то есть 𝐴 = 𝑐𝐵. Очевидно, верно также, что 𝐵 = 𝑐′𝐴, где 𝑐′ = 1/𝑐.	Ooneykcall	2016-08-05 21:34:19	2016-08-05 21:34:19
8253	0x203d	‽	3	636094	rus	Что я сделала со своими ключами‽	Olya	2010-11-26 04:58:18	2013-07-16 21:01:19
8304	0x2070	⁰	1	2774845	rus	Найдите остаток от деления 2²⁰¹³ на 3.	sharptoothed	2013-10-05 18:08:43	2019-10-05 11:51:10
8322	0x2082	₂	3	12290811	rus	Дигидрогена монооксид – это просто вода (H₂O).	Ooneykcall	2024-01-29 12:11:10	2024-01-29 12:11:10
8345	0x2099	ₙ	2	5237885	rus	Если {xₙ} ограничена и монотонно возрастает, то {xₙ} является сходящейся.	Yarikkun	2016-06-26 22:03:11	2016-06-29 07:24:13
8356	0x20a4	₤	1	3101214	rus	Прежняя итальянская валюта, лира, имеет символ " ₤ ". Она не относится к турецкой лире.	Khvalovsky	2014-03-17 06:57:46	2014-03-17 06:57:46
8362	0x20aa	₪	1	2426035	rus	Если ты хочешь ехать в Израиль, тебе нужно много шекелей. Вода стоит только 0,50 ₪.	odexed	2013-05-09 05:45:16	2013-05-09 05:45:16
8363	0x20ab	₫	1	4520233	rus	Вьетнамская валюта называется донг. Её символ — ₫.	Wezel	2015-09-13 12:58:00	2015-09-13 12:58:00
8373	0x20b5	₵	1	1569734	rus	Седи - текущая валюта Ганы. Её символ - "₵".	Biga	2012-05-13 10:47:13	2012-05-13 10:47:13
8451	0x2103	℃	1	6398412	rus	Хранить при температуре -18 ℃ и ниже.	fjay69	2017-10-26 07:27:13	2017-10-26 07:27:13
8470	0x2116	№	25	8601049	rus	Прошу отсоединить предложение №123456.	Ooneykcall	2020-03-07 17:57:12	2020-03-07 17:57:12
8544	0x2160	Ⅰ	4	10118369	rus	Если мы не будем поддерживать меньшинства, то по уровню морального развития общество вернётся в ⅩⅤⅠⅠⅠ или ⅩⅠⅩ век.	ZegPhig	2021-06-20 10:09:04	2021-06-20 10:09:04
8548	0x2164	Ⅴ	1	10118369	rus	Если мы не будем поддерживать меньшинства, то по уровню морального развития общество вернётся в ⅩⅤⅠⅠⅠ или ⅩⅠⅩ век.	ZegPhig	2021-06-20 10:09:04	2021-06-20 10:09:04
8553	0x2169	Ⅹ	3	10118369	rus	Если мы не будем поддерживать меньшинства, то по уровню морального развития общество вернётся в ⅩⅤⅠⅠⅠ или ⅩⅠⅩ век.	ZegPhig	2021-06-20 10:09:04	2021-06-20 10:09:04
8594	0x2192	→	1	474345	rus	Вы добавили комментарий, а не перевод. Чтобы добавить перевод, щёлкните по значку «あ→а» над предложением.	al_ex_an_der	2010-08-21 20:30:05	2013-03-12 12:49:39
8722	0x2212	−	15	2774838	rus	Определите точку пересечения окружности радиусом 2 с центром в начале координат с прямой y = x − 1.	sharptoothed	2013-10-05 18:03:30	2013-10-05 18:03:50
8734	0x221e	∞	2	11433921	rus	Значении функции y=x² убывает на промежутке (-∞;0] и возрастает на промежутке [0;+∞).	ZegPhig	2023-01-06 22:28:43	2023-01-06 22:28:43
8776	0x2248	≈	1	11156242	rus	Символ "≈" означает "приблизительно равно".	ZegPhig	2022-10-03 17:57:13	2022-10-03 17:57:13
8800	0x2260	≠	1	5320437	rus	Две величины 𝐴 и 𝐵 называют пропорциональными, когда они отличаются друг от друга на постоянный множитель 𝑐 ≠ 0, то есть 𝐴 = 𝑐𝐵. Очевидно, верно также, что 𝐵 = 𝑐′𝐴, где 𝑐′ = 1/𝑐.	Ooneykcall	2016-08-05 21:34:19	2016-08-05 21:34:19
8834	0x2282	⊂	1	407421	rus	Мы используем символ «⊂» для обозначения строгого включения.	arseniiv	2010-06-18 19:25:04	2012-08-23 23:29:15
9633	0x25a1	□	3	2076154	rus	Хочешь быть моей подружкой? □ Да. □ Нет. □ Не знаю.	marafon	2012-12-12 11:14:59	2012-12-12 11:14:59
9773	0x262d	☭	1	3941305	rus	Знак ☭ является символом коммунизма.	odexed	2015-03-09 02:46:10	2015-03-09 02:46:10
9815	0x2657	♗	2	9967728	rus	Руи Лопес де Сегура, священник и известный испанский шахматист XVI века, написал книгу на 150 страниц под названием Libro del Ajedrez, посвящённую подробному исследованию им дебюта 1. e4 e5 2. ♘f3 ♞c6 3. ♗b5, названного в его честь.	carlosalberto	2021-04-18 11:53:01	2022-11-11 21:21:10
9816	0x2658	♘	3	9967728	rus	Руи Лопес де Сегура, священник и известный испанский шахматист XVI века, написал книгу на 150 страниц под названием Libro del Ajedrez, посвящённую подробному исследованию им дебюта 1. e4 e5 2. ♘f3 ♞c6 3. ♗b5, названного в его честь.	carlosalberto	2021-04-18 11:53:01	2022-11-11 21:21:10
9822	0x265e	♞	1	9967728	rus	Руи Лопес де Сегура, священник и известный испанский шахматист XVI века, написал книгу на 150 страниц под названием Libro del Ajedrez, посвящённую подробному исследованию им дебюта 1. e4 e5 2. ♘f3 ♞c6 3. ♗b5, названного в его честь.	carlosalberto	2021-04-18 11:53:01	2022-11-11 21:21:10
10140	0x279c	➜	2	12197809	rus	Элементарная алгебра: а) пусть x — количество предложений на галисийском языке; б) пусть x + 700 — количество предложений на румынском языке; в) сегодня х + 700 = 2х; г) каково значение х? Решение: 2x = x + 700 ➜ 2x - x = 700 ➜ x = 700. Вывод: сегодня существует 700 предложений на галисийском языке и 1400 предложений на румынском языке.	carlosalberto	2023-12-06 19:38:12	2023-12-06 19:38:12
12293	0x3005	々	2	7299079	rus	"々" означает повторение предыдущего кандзи.	fjay69	2018-10-16 07:42:38	2018-10-16 07:42:38
12300	0x300c	「	1	769335	rus	Как будет по-английски「会社」?	shanghainese	2011-02-25 15:53:28	2011-02-25 15:53:28
12301	0x300d	」	1	769335	rus	Как будет по-английски「会社」?	shanghainese	2011-02-25 15:53:28	2011-02-25 15:53:28
12354	0x3042	あ	1	474345	rus	Вы добавили комментарий, а не перевод. Чтобы добавить перевод, щёлкните по значку «あ→а» над предложением.	al_ex_an_der	2010-08-21 20:30:05	2013-03-12 12:49:39
12387	0x3063	っ	1	5241255	rus	Можно добавить, как произносить ёон(ゃゅょ) и сокуон(っ), это может пригодиться.	Yarikkun	2016-06-29 03:07:03	2016-06-29 15:31:40
12419	0x3083	ゃ	1	5241255	rus	Можно добавить, как произносить ёон(ゃゅょ) и сокуон(っ), это может пригодиться.	Yarikkun	2016-06-29 03:07:03	2016-06-29 15:31:40
12421	0x3085	ゅ	1	5241255	rus	Можно добавить, как произносить ёон(ゃゅょ) и сокуон(っ), это может пригодиться.	Yarikkun	2016-06-29 03:07:03	2016-06-29 15:31:40
12423	0x3087	ょ	1	5241255	rus	Можно добавить, как произносить ёон(ゃゅょ) и сокуон(っ), это может пригодиться.	Yarikkun	2016-06-29 03:07:03	2016-06-29 15:31:40
20040	0x4e48	么	1	510821	rus	Если я введу на китайском упрощёнными иероглифами "什么", я смею ожидать получить в результате "甚麼".	Tonari	2010-09-13 15:39:46	2010-09-13 15:54:24
20160	0x4ec0	什	1	510821	rus	Если я введу на китайском упрощёнными иероглифами "什么", я смею ожидать получить в результате "甚麼".	Tonari	2010-09-13 15:39:46	2010-09-13 15:54:24
20250	0x4f1a	会	1	769335	rus	Как будет по-английски「会社」?	shanghainese	2011-02-25 15:53:28	2011-02-25 15:53:28
20856	0x5178	典	1	2678297	rus	Я не знаю больше онлайн-словарей, но в PDF’ном виде есть 香港粵語詞典, можно скачать с ishare.iask.sina.com.cn.	User55521	2013-08-15 16:40:43	2019-02-24 20:40:42
22283	0x570b	國	1	7079849	rus	По-китайски США пишется как 美國 ("красивая страна"), но я не понимаю, что в ней красивого.	fjay69	2018-08-22 14:17:36	2018-08-22 14:17:36
28207	0x6e2f	港	1	2678297	rus	Я не знаю больше онлайн-словарей, но в PDF’ном виде есть 香港粵語詞典, можно скачать с ishare.iask.sina.com.cn.	User55521	2013-08-15 16:40:43	2019-02-24 20:40:42
29978	0x751a	甚	1	510821	rus	Если я введу на китайском упрощёнными иероглифами "什么", я смею ожидать получить в результате "甚麼".	Tonari	2010-09-13 15:39:46	2010-09-13 15:54:24
31038	0x793e	社	1	769335	rus	Как будет по-английски「会社」?	shanghainese	2011-02-25 15:53:28	2011-02-25 15:53:28
31925	0x7cb5	粵	1	2678297	rus	Я не знаю больше онлайн-словарей, но в PDF’ном виде есть 香港粵語詞典, можно скачать с ishare.iask.sina.com.cn.	User55521	2013-08-15 16:40:43	2019-02-24 20:40:42
32654	0x7f8e	美	1	7079849	rus	По-китайски США пишется как 美國 ("красивая страна"), но я не понимаю, что в ней красивого.	fjay69	2018-08-22 14:17:36	2018-08-22 14:17:36
